timestamp,posX,posY,posZ,velX,velY,velZ,accX,accY,accZ,gyroX,gyroY,gyroZ,yaw,pitch,roll,quatX,quatY,quatZ,quatW
13499,-0.1480834,-0.07226001,-0.2407354,-0.2645366,-0.08495068,-0.1384619,9.222795,-0.2154858,-1.676001,25.25,-1.5,-4.875,29.00399,-83.15736,173.1347,-0.7328629,-0.6525663,0.1485146,0.1225259
13510,-0.1515548,-0.0733645,-0.242588,-0.2688072,-0.0855266,-0.1434549,9.280257,0.05267432,-1.436572,20.125,0,-5.125,29.08887,-83.14986,172.9557,-0.7329851,-0.6526609,0.1480518,0.1218497
13522,-0.1551522,-0.07454029,-0.2445711,-0.2691496,-0.0879684,-0.1483708,9.323354,0.3064688,-1.201932,22.125,0.75,-5.5,29.60744,-83.18482,172.3642,-0.7327504,-0.6530924,0.1479326,0.1210912
13533,-0.1585399,-0.07568572,-0.2464907,-0.2697382,-0.09120434,-0.1528504,9.328143,0.3782974,-1.245029,24.375,0.75,-5,30.11549,-83.20927,171.8149,-0.7325398,-0.6534172,0.1480031,0.1205266
13545,-0.1621046,-0.07693166,-0.248555,-0.2720982,-0.09510215,-0.1575667,9.308989,0.3735088,-1.379109,22.5,1.125,-3.75,30.47082,-83.2197,171.3916,-0.7324688,-0.6536546,0.1478396,0.1198688
13556,-0.165743,-0.07825133,-0.2507077,-0.2743627,-0.09951562,-0.1623299,9.308989,0.4166059,-1.379109,19.875,1.625,-2.25,30.72032,-83.23804,171.0371,-0.7324167,-0.6539648,0.1473745,0.1190656
13568,-0.1693038,-0.07959187,-0.2528721,-0.2745204,-0.1033489,-0.1668648,9.33772,0.4453374,-1.211509,20.25,1.625,-1,30.89391,-83.28382,170.7642,-0.732228,-0.6544163,0.1468333,0.1184124
13580,-0.17306,-0.081062,-0.2552245,-0.2738543,-0.1071835,-0.1715107,9.356874,0.4549146,-1.139681,21.125,1.75,0.125,30.97429,-83.34689,170.59,-0.7319623,-0.6549435,0.1462216,0.1178961
13592,-0.176723,-0.08254721,-0.2575699,-0.2750075,-0.1115025,-0.1760766,9.33772,0.4453374,-1.273761,21.5,1.625,1.375,30.86107,-83.38625,170.6165,-0.7318659,-0.655267,0.1455688,0.1175038
13603,-0.1802655,-0.08403319,-0.2598822,-0.2765781,-0.11602,-0.1805337,9.328143,0.4549146,-1.312069,21,1.375,2.75,30.60048,-83.41629,170.7861,-0.7318584,-0.6555039,0.1448135,0.1171627
13616,-0.1842969,-0.0857848,-0.2625915,-0.2760505,-0.1199405,-0.1855198,9.356874,0.4261831,-1.125315,21.25,1.125,4.125,30.12729,-83.48302,171.158,-0.73171,-0.6559294,0.143786,0.1169735
13628,-0.1880599,-0.08745797,-0.2651902,-0.2754322,-0.1224689,-0.1902166,9.361663,0.3399888,-1.077429,22.375,0.625,4.75,29.48842,-83.54791,171.7178,-0.7315826,-0.6562809,0.1427847,0.1170248
13639,-0.1915775,-0.08904582,-0.2676617,-0.2772873,-0.125166,-0.1948193,9.323354,0.2825259,-1.259395,22.375,0.5,5.5,28.70153,-83.57835,172.4314,-0.7316635,-0.6563868,0.1417899,0.1171347
13651,-0.1952442,-0.09071323,-0.2702577,-0.2819631,-0.1282222,-0.1996268,9.294622,0.2106973,-1.465304,21.875,1.125,5.875,27.73681,-83.58479,173.3148,-0.7319128,-0.6563251,0.140678,0.1172638
13662,-0.1989393,-0.09239289,-0.2728924,-0.2869987,-0.1304594,-0.2046399,9.275469,0.1245029,-1.470092,21.125,1.875,6.125,26.66204,-83.59963,174.3,-0.7321355,-0.6563138,0.1394291,0.1174281
13674,-0.2027851,-0.09413167,-0.2756579,-0.2919066,-0.1319759,-0.2099064,9.270679,0.05746289,-1.426995,20.875,3,6,25.51773,-83.63441,175.3496,-0.7322494,-0.6564351,0.1380743,0.1176407
13685,-0.2066154,-0.09585596,-0.2784329,-0.2966183,-0.133531,-0.2149011,9.285046,0.04788574,-1.417418,21.5,3.875,5.5,24.46435,-83.67824,176.3185,-0.7322705,-0.6566315,0.1368289,0.1178677
13696,-0.2105184,-0.09761802,-0.281298,-0.2993322,-0.1351378,-0.2197298,9.318565,0.09098291,-1.264184,21,4.125,5.125,23.53124,-83.74696,177.1594,-0.7321258,-0.6570267,0.1355907,0.1179958
13708,-0.2143889,-0.09938244,-0.2841998,-0.2990897,-0.1363434,-0.2242357,9.366451,0.1292915,-1.029544,20.75,3.75,5,22.68913,-83.84438,177.9061,-0.731795,-0.6576319,0.1343682,0.1180739
